Reporting period,Organization,Donor,Cluster,ACTIVITY DESCRIPTION,IMPLEMENTING PARTNER,Region,District,SPECIFIC LOCATION,RURAL/URBAN         ,Status,DURATION,Start Date,End Date
5209 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Sarmaan-Dheer - NA-3801-T30-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5210 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Shabeelow - NA-3805-B33-002,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5211 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5212 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5213 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5214 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5215 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,11 Janayo IDP - NA-3802-X04-103,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5216 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5217 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5218 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5219 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5220 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5221 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Saydheelow - NA-3802-R04-002,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5222 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5223 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Vouchers for NFIs,ACTED,Bay,Baydhaba,Isha - NA-3802-V02-001,Urban,Planned,4 months,15-Feb-19,15-Jun-19
5224 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,Cash for NFIs,ACTED,Sanaag,Ceerigaabo,Badhan - NC-3905-G08-001,Urban,Planned,4 months,01-Mar-19,30-Jun-19
5225 Apr - 19 Apr 2019,ACTED,OFDA,Shelter,UCT,ACTED,Sanaag,Ceerigaabo,Badhan - NC-3905-G08-001,Urban,Planned,4 months,01-Mar-19,30-Jun-19
5226 Apr - 19 Apr 2019,ACTED,SHF,Shelter,Distribution of NFI Kits to 700HHS,ACTED,Sanaag,Ceerigaabo,Badhan - NC-3905-G08-001,Urban,Planned,10 days,20-Apr-19,30-Apr-19
5227 Apr - 19 Apr 2019,AVORD,SHF,Shelter,"AVORD will provide NFIs to 1,000 IDP households in Jowhar",AVORD,Middle Shabelle,Jowhar,Jowhar Soomaali - NA-3807-F12-007,Urban,Completed,6 months,11-Dec-18,01-Feb-19
5228 Apr - 19 Apr 2019,AVORD,SHF,Shelter,AVORD has provided ESKs to 100 IDP households in Jowhar,AVORD,Middle Shabelle,Jowhar,Jowhar Soomaali - NA-3807-F12-007,Urban,Completed,6 months,11-Dec-18,01-Feb-19
5229 Apr - 19 Apr 2019,AVORD,SHF,Shelter,"AVORD will provide NFIs to 2,980 IDP households in Baidoa",AVORD,Bay,Baydhaba,Baidoa,Urban,Planned,6 months,20-Dec-18,19-Jun-19
5230 Apr - 19 Apr 2019,AVORD,SHF,Shelter,AVORD has provided NFIs to 720 IDP households in Baidoa,AVORD,Bay,Baydhaba,Baidoa,Urban,Completed,6 months,20-Dec-18,19-Mar-19
5231 Apr - 19 Apr 2019,AVORD,SHF,Shelter,AVORD has provided ESKs to 220 IDP households in Baidoa,AVORD,Bay,Baydhaba,Baidoa,Urban,Completed,6 months,20-Dec-18,19-Mar-19
5232 Apr - 19 Apr 2019,AVORD,SHF,Shelter,"AVORD will provide NFIs to 4,500 IDP households in Jowhar",AVORD,Middle Shabelle,Jowhar,Jowhar Soomaali - NA-3807-F12-007,Urban,Planned,11 months,11-Dec-18,05-Nov-19
5233 Apr - 19 Apr 2019,AYUUB,SHF ,Shelter,Distribution of NFIs,AYUUB,Lower Shabelle,Qoryooley,Qoryooley/Halane,,Ongoing,6,01-Jan-19,30-Jun-19
5234 Apr - 19 Apr 2019,AYUUB,SHF ,Shelter,Provision of emergency shelter,AYUUB,Lower Shabelle,Qoryooley,Qoryooley/Wadajir ,,Ongoing,6,01-Jan-19,30-Jun-19
5235 Apr - 19 Apr 2019,AYUUB,SHF ,Shelter,Distribution of Solar lamps,AYUUB,Lower Shabelle,Qoryooley,Qoryooley/Degaybere ,,Ongoing,6,01-Jan-19,30-Jun-19
5236 Apr - 19 Apr 2019,AYUUB,SHF ,Shelter,Distribution of Solar lamps,AYUUB,Lower Shabelle,Qoryooley,Qoryooley/Buulo Siidow,,Ongoing,6,01-Jan-19,30-Jun-19
5237 Apr - 19 Apr 2019,AYUUB,SHF ,Shelter,Distribution of Solar lamps,AYUUB,Lower Shabelle,Qoryooley,Buufow Shiidka,,Ongoing,6,01-Jan-19,30-Jun-19
5238 Apr - 19 Apr 2019,AYUUB,SHF ,Shelter,Distribution of Solar lamps,AYUUB,Lower Shabelle,Qoryooley,Danow,,Ongoing,6,01-Jan-19,30-Jun-19
5239 Apr - 19 Apr 2019,DRC,SHF,Shelter,Distribution and Construction of standard 900 ESK in  Hiran-Baletweyne,DRC,Hiraan,Belet Weyne,Belet Weyne - NB-3815-G05-001,Urban,Completed,5 months,01-Nov-18,31-Mar-19
5240 Apr - 19 Apr 2019,DRC,SHF,Shelter,Distribution of 3266 NFIs in Baletweyne ,DRC,Hiraan,Belet Weyne,Belet Weyne - NB-3815-G05-001,Urban,Completed,5 months,01-Nov-18,31-Mar-19
5241 Apr - 19 Apr 2019,DRC,SHF,Shelter,Distribution and Construction of standard 400 ESK in  Hiran-Buloburde,DRC,Hiraan,Bulo burto,Bulo Burto - NA-3803-D13-001,Urban,Completed,5 months,01-Nov-18,31-Mar-19
5242 Apr - 19 Apr 2019,DRC,SHF,Shelter,Distribution of 480 NFIs in Buloburde,DRC,Hiraan,Bulo burto,Bulo Burto - NA-3803-D13-001,Urban,Completed,5 months,01-Nov-18,31-Mar-19
5243 Apr - 19 Apr 2019,DRC,SHF,Shelter,Distribution and Construction of standard 200 ESK in  Hiran-Jalalaqsi,DRC,Hiraan,Jalalaqsi,Jalalaqsi - NA-3803-Q14-001,Urban,Completed,5 months,01-Nov-18,31-Mar-19
5244 Apr - 19 Apr 2019,DRC,SHF,Shelter,Distribution of 200 NFIs in Jalalaqsi,DRC,Hiraan,Jalalaqsi,Jalalaqsi - NA-3803-Q14-001,Urban,Completed,5 months,01-Nov-18,31-Mar-19
5245 Apr - 19 Apr 2019,UNHCR,Qatar Foundation,Shelter,100 Permanent Shelters Construction,DRC,Mudug,Gaalkacyo,"Gaalkacyo/Garsoor, Horumar - NB-3808-F21-003",,Planned,,01-Jan-19,31-Dec-19
5246 Apr - 19 Apr 2019,UNHCR,Qatar Foundation,Shelter,100 Permanent Shelters Construction,DRC,Mudug,Gaalkacyo,Gaalkacyo/Wadajir - NB-3808-F21-002,,Ongoing,,01-Jan-19,31-Dec-19
5247 Apr - 19 Apr 2019,DRC,DANIDA,Shelter,Construction of 260 shalter in Dollow,DRC,Gedo,Doolow,Doolow - NB-3813-W02-001,IDPs,Ongoing,,19-Feb-19,01-Apr-19
5248 Apr - 19 Apr 2019,DRC,ECHO,Shelter,Consruction of 220 Emergency shelter ,DRC,Bay,Baydhaba,Baidoa - NA-3802-X04-001,,Planned,,15-Mar-19,01-Sep-19
5249 Apr - 19 Apr 2019,IOM,Italy,Shelter,"Distribution of 1,000 ESKs in Dollow",IOM,Gedo,Doolow,Doolow - NB-3813-W02-001,Urban,Planned,1 month,01-Mar-18,30-Apr-19
5250 Apr - 19 Apr 2019,IOM,ECHO,Shelter,Distribution of Emergency Shelter Kits in Dollow,IOM,Gedo,Doolow,Doolow - NB-3813-W02-001,Urban,Planned,1 month,01-May-18,30-Apr-19
5251 Apr - 19 Apr 2019,IOM,ECHO,Shelter,Distribution of NFI kits in Dollow,IOM,Gedo,Doolow,Doolow - NB-3813-W02-001,Urban,Planned,1 month,01-May-18,30-Apr-19
5252 Apr - 19 Apr 2019,IOM,ECHO,Shelter,Distribution of Emergency Shelter Kits in Dollow,IOM,Gedo,Doolow,Doolow - NB-3813-W02-001,Urban,Planned,1 month,01-Jul-18,30-Apr-19
5253 Apr - 19 Apr 2019,IOM,ECHO,Shelter,Distribution of NFI kits in Dollow,IOM,Gedo,Doolow,Doolow - NB-3813-W02-001,Urban,Planned,1 month,01-Jul-18,30-Apr-19
5254 Apr - 19 Apr 2019,IOM,ECHO,Shelter,Distribution of Emergency Shelter Kits in Baidoa,IOM,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,1 month,01-Jul-18,30-Apr-19
5255 Apr - 19 Apr 2019,IOM,ECHO,Shelter,Distribution of NFI kits in Baidoa,IOM,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,1 month,01-Jul-18,30-Apr-19
5256 Apr - 19 Apr 2019,IOM,ECHO/DFID,Shelter,Distribution of Emergency Shelter Kits in Dollow,IOM,Gedo,Doolow,Doolow - NB-3813-W02-001,Urban,Planned,3 months,01-Sep-18,30-Apr-19
5257 Apr - 19 Apr 2019,IOM,ECHO/DFID,Shelter,Distribution of Emergency Shelter Kits in Baidoa,IOM,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,3 months,01-Sep-18,30-Apr-19
5258 Apr - 19 Apr 2019,IOM,DFID,Shelter,Distribution of Emergency Kits from national continency stock,IOM,Gedo,Doolow,Doolow - NB-3813-W02-001,Urban,Ongoing,1 month,03-May-18,04-May-19
5259 Apr - 19 Apr 2019,IOM,ECHO,Shelter,"Relocation of 1,000HH of IDPs in Baidoa town as part of planned ",IOM,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Ongoing,1 month,04-Jul-19,30-Apr-19
5260 Apr - 19 Apr 2019,SSWC,SHF ,Shelter,Distribution of NFIs  through vouchers,SSWC,Banadir,Deyniile,Daynile - NA-3807-Z08-005,IDPs,Planned,12 months ,20-Dec-18,19-Dec-19
5261 Apr - 19 Apr 2019,SSWC,SHF ,Shelter,Provision of emergency shelter,SSWC,Banadir,Deyniile,Daynile - NA-3807-Z08-005,IDPs,Planned,12 months ,20-Dec-18,19-Dec-19
5262 Apr - 19 Apr 2019,SSWC,SHF ,Shelter,Provision of emergency shelter Kit  ,SSWC,Banadir,Dharkenley,Dharkenley - NA-3807-Y07-002,IDPs,Ongoing,12 months ,20-Dec-18,19-Dec-19
5263 Apr - 19 Apr 2019,SSWC,SHF ,Shelter,Distribution  of NFI  vouchers ,SSWC,Banadir,Dharkenley,Mogadishu - NA-3807-Z08-001,IDPs,Ongoing,12 months ,20-Dec-18,19-Dec-19
5264 Apr - 19 Apr 2019,SSWC,SHF ,Shelter,Provision of emergency shelter Kit  ,SSWC,Banadir,Deyniile,Dharkenley - NA-3807-Y07-002,IDPs,Completed,12 months ,20-Dec-18,19-Mar-19
5265 Apr - 19 Apr 2019,SSWC,SHF ,Shelter,Distribution  of NFI  vouchers ,SSWC,Banadir,Deyniile,Mogadishu - NA-3807-Z08-001,IDPs,Completed,12 months ,20-Dec-18,19-Mar-19
5266 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of 100 ESKs through cash,NRC ,Bari,Iskushuban,Xaafuun - NC-3907-P06-003,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5267 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Bari,Caluula,Bareeda - NC-3903-D02-001,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5268 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Bari,Caluula,Caluula - NC-3902-A28-001,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5269 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Bari,Caluula,Xaabbo - NC-3902-M23-001,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5270 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Bari,Iskushuban,Baargaal - NC-3903-T02-001,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5271 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Bari,Iskushuban,Xaafuun - NC-3907-P06-003,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5272 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Sool,Laas Caanood,Boocame - NC-3816-Q32-001,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5273 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of 200 ESKs through cash,NRC ,Bari,Bandarbeyla,Bandarbayla - NC-3810-N29-001,Rural,Completed,12 months ,04-Sep-18,09-Mar-19
5274 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Bari,Bandarbeyla,Bandarbayla - NC-3810-N29-001,Rural,Planned,12 months ,04-Sep-18,03-Sep-19
5275 Apr - 19 Apr 2019,NRC,UNHabitat,Shelter,Construction of 79 Permanent Shelters,NRC ,Lower Juba,Kismaayo,Kismayo - SA-3801-J13-001,Urban,Completed,19 months,01-Sep-17,01-Feb-19
5276 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of NFIs through cash,NRC ,Banadir,Deyniile,Mogadishu - NA-3807-Z08-001,Urban,Planned,12 months ,01-Jan-19,31-Dec-19
5277 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of ESKs through cash,NRC ,Banadir,Deyniile,Mogadishu - NA-3807-Z08-001,Urban,Planned,12 months ,01-Jan-19,31-Dec-19
5278 Apr - 19 Apr 2019,NRC,SHF,Shelter,Provision of Solar lamps,NRC ,Banadir,Deyniile,Mogadishu - NA-3807-Z08-001,Urban,Planned,12 months ,18-Dec-18,17-Dec-19
5279 Apr - 19 Apr 2019,NRC,DFID DS,Shelter,Construction of 30 permanent Shelters (One-room shelter with verandah),NRC ,Bay,Baydhaba,Baidoa - NA-3802-X04-001,Urban,Planned,49 Months,01-Aug-18,31-Jul-22
5280 Apr - 19 Apr 2019,NRC,DFID DS,Shelter,Construction of 450 permanent Shelters (two-room shelters with Veranda),NRC ,Lower Juba,Kismaayo,Kismayo - SA-3801-J13-001,Urban,Planned,49 Months,01-Aug-18,31-Jul-22
5281 Apr - 19 Apr 2019,NRC,DFID DS,Shelter,Rehabilitation of 450 Arish shelters,NRC ,Lower Juba,Kismaayo,Kismayo - SA-3801-J13-001,Urban,Planned,49 Months,01-Aug-18,31-Jul-22
5282 Apr - 19 Apr 2019,UNHCR,Unknown,Shelter,Provision of  3500NFIs through cash,NRC ,Bari,Bossaso,Bossaso - NC-3901-T26-001,Urban,Planned,12 months ,01-Jan-19,31-Dec-19
5283 Apr - 19 Apr 2019,UNHCR,Unknown,Shelter,Provision of 1500 ESKs through cash,NRC ,Bari,Bossaso,Bossaso - NC-3901-T26-001,Urban,Planned,12 months ,01-Jan-19,31-Dec-19
5284 Apr - 19 Apr 2019,UNHCR,Unknown,Shelter,Construction of 200 permanent Shelters (Two-room shelter with verandah),NRC ,Bari,Bossaso,Bossaso - NC-3901-T26-001,Urban,Planned,49 Months,01-Aug-18,31-Jul-22
5285 Apr - 19 Apr 2019,CCBRS,SHF ,Shelter,Distributerd of procured shelter goods and construction tools 168 housdholds in Abdi-geedi ,CCBRS,Awdal,Lughaye,Lughaye - NC-3806-H10-001,Mixed,Completed,5 months,17-Aug-18,15-Jan-19
5286 Apr - 19 Apr 2019,CCBRS,SHF ,Shelter,Distributerd of procured shelter goods and construction tools 82 housdholds in Haadayta ,CCBRS,Awdal,Lughaye,Lughaye - NC-3806-H10-001,Mixed,Completed,5 months,17-Aug-18,15-Jan-19
5287 Apr - 19 Apr 2019,UNHCR ,Unknown,Shelter,Distribution of NFIs for the communities affected by the drought in Sheikh 224 NFIs ,CCBRS,Togdheer,Sheikh,Sheikh district ,Mixed,Completed,1 month,13-Jan-19,31-Jan-19
5288 Apr - 19 Apr 2019,UNHCR,Unknown,Shelter,"Construction of 50 permanent houses (2-room units with toilets and veranda) in Kismayo for returnees, IDPs and Host community",ARC,Lower Juba,Kismaayo,Kismayo - SA-3801-J13-001,Urban,Completed,2 months,01-Dec-18,01-Feb-19
5289 Apr - 19 Apr 2019,Human Appeal,Human Appeal (HQ) ,Shelter,"Constructing 500 tents to IPDs capms  in Kahda and Daynile districts, Mogadishu, Banadir",Human Appeal,Banadir,Deyniile,Daynile - NA-3807-Z08-005,Urban,Planned,1 month,15-Mar-19,16-Apr-19
5290 Apr - 19 Apr 2019,Human Appeal,Human Appeal (HQ) ,Shelter,"Distributing 1000 NFI kits to IPDs capms  in Kahda and Daynile districts, Mogadishu, Banadir",Human Appeal,Banadir,Deyniile,Daynile - NA-3807-Z08-005,Mixed,Planned,1 month,20-Apr-19,21-May-19
5291 Apr - 19 Apr 2019,UNHCR,Unknown,Shelter,5000 NFI Kits in the warehouse in Mogadishu,UNHCR,Banadir,Deyniile,Mogadishu - NA-3807-Z08-001,Mixed,Planned,12 months ,01-Jan-19,31-Dec-19
5292 Apr - 19 Apr 2019,Human Appeal,Human Appeal (HQ) ,Shelter,"Constructing 500 tents to IPDs capms  in Kahda and Daynile districts, Mogadishu, Banadir",Human Appeal,Banadir,Deyniile,Daynile - NA-3807-Z08-005,Urban,Planned,1 month,15-Mar-19,16-Apr-19
5293 Apr - 19 Apr 2019,Human Appeal,Human Appeal (HQ) ,Shelter,"Distributing 1000 NFI kits to IPDs capms  in Kahda and Daynile districts, Mogadishu, Banadir",Human Appeal,Banadir,Deyniile,Daynile - NA-3807-Z08-005,Mixed,Planned,1 month,20-Apr-19,21-May-19
5294 Apr - 19 Apr 2019,UNHCR,Qatar Foundation,Shelter,50 Permanent Shelters Construction two roomed,Qatar Charity,Bay,Baydhaba,Baidoa - NA-3802-X04-001,,Planned,12 months ,01-Jan-19,31-Dec-19
5295 Apr - 19 Apr 2019,UNHCR,ARC,Shelter,50 Permanent Shelters Construction two roomed,Qatar Charity,Lower Juba,Kismaayo,Kismayo - SA-3801-J13-001,,Planned,12 months ,01-Jan-19,31-Dec-19
5297 Apr - 19 Apr 2019,Human Appeal,Human Appeal (HQ) ,Shelter,"Constructing 500 tents to IPDs capms  in Kahda and Daynile districts, Mogadishu, Banadir",Human Appeal,Banadir,Deyniile,Daynile - NA-3807-Z08-005,Urban,Planned,1 month,15-Mar-19,16-Apr-19
5298 Apr - 19 Apr 2019,Human Appeal,Human Appeal (HQ) ,Shelter,"Distributing 1000 NFI kits to IPDs capms  in Kahda and Daynile districts, Mogadishu, Banadir",Human Appeal,Banadir,Deyniile,Daynile - NA-3807-Z08-005,Mixed,Planned,1 month,20-Apr-19,21-May-19
5299 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5300 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5301 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teacher Training,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5302 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5303 Apr - 19 Apr 2019,ADRA,NORAD,Education,CECs Training,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5304 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teacher Training,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5305 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5306 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5307 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5308 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5309 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teacher Training,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5310 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5311 Apr - 19 Apr 2019,ADRA,NORAD,Education,CECs Training,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5312 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teacher Training,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5313 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5314 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Shaqalaha,,Planned,,01-Mar-19,28-Feb-24
5315 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5316 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5317 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5318 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5319 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5320 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teacher Training,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5321 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5322 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Alanley,,Planned,,01-Mar-19,28-Feb-24
5323 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5324 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5325 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5326 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5327 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5328 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5329 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5330 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5331 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5332 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5333 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5334 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5335 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teaching and Learning Materials,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5336 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5337 Apr - 19 Apr 2019,ADRA,NORAD,Education,Other- please specify,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5338 Apr - 19 Apr 2019,ADRA,NORAD,Education,Teacher Training,,Lower Juba,Kismaayo,Farjano,,Planned,,01-Mar-19,28-Feb-24
5339 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Awdal,Gebiley,Gebiley,,Planned,,01-Mar-19,28-Feb-24
5340 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Awdal,Borama,Boon,,Planned,,01-Mar-19,28-Feb-24
5341 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Awdal,Lughaye,Goob Weyn,,Planned,,01-Mar-19,28-Feb-24
5348 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Saob Weyn,,Planned,,01-Mar-19,28-Feb-24
5349 Apr - 19 Apr 2019,ADRA,Education Cannot Wait,Education,Provision of Food/Food Grant,,Woqooyi Galbeed,Berbera,Buob Weyn,,Planned,,01-Mar-19,28-Feb-24
